dob_yy,dob_mm,apgar5,births
2002,6,10,16808
2002,6,2,232
2002,6,3,218
2002,6,4,350
2002,6,5,596
2002,6,6,1402
2002,6,7,3700
2002,6,8,17998
2002,6,9,212350
2002,6,99,73700
2002,7,0,184
2002,7,1,557
2002,7,10,18288
2002,7,2,197
2002,7,3,244
2002,7,4,382
2002,7,5,666
2002,7,6,1527
2002,7,7,4022
2002,7,8,18891
2002,7,9,232920
2002,7,99,80342
2002,8,0,177
2002,8,1,544
2002,8,10,18155
2002,8,2,218
2002,8,3,250
2002,8,4,361
2002,8,5,657
2002,8,6,1501
2002,8,7,3911
2002,8,8,19229
2002,8,9,233029
2002,8,99,81913
2002,9,0,191
2002,9,1,559
2002,9,10,17509
2002,9,2,199
2002,9,3,230
2002,9,4,339
2002,9,5,594
2002,9,6,1449
2002,9,7,3771
2002,9,8,18053
2002,9,9,224956
2002,9,99,81546
1995,1,0,206
1995,1,1,446
1995,1,10,27137
1995,1,2,209
1995,1,3,224
1995,1,4,352
1995,1,5,608
1995,1,6,1411
1995,1,7,3584
1995,1,8,17188
1995,1,9,191613
1995,1,99,73309
1995,10,0,196
1995,10,1,501
1995,10,10,26771
1995,10,2,202
1995,10,3,234
1995,10,4,360
1995,10,5,644
1995,10,6,1485
1995,10,7,3817
1995,10,8,17693
1995,10,9,200580
1995,10,99,77828
1995,11,0,183
1995,11,1,455
1995,11,10,24887
1995,11,2,163
1995,11,3,216
1995,11,4,372
1995,11,5,619
1995,11,6,1449
1995,11,7,3541
1995,11,8,16519
1995,11,9,189803
1995,11,99,72923
1995,12,0,194
1995,12,1,459
1995,12,10,25098
1995,12,2,180
1995,12,3,218
1995,12,4,309
1995,12,5,653
1995,12,6,1504
1995,12,7,3544
1995,12,8,16658
1995,12,9,193262
1995,12,99,73177
1995,2,0,184
1995,2,1,445
1995,2,10,25118
1995,2,2,184
1995,2,3,219
1995,2,4,280
1995,2,5,591
1995,2,6,1400
1995,2,7,3424
1995,2,8,15836
1995,2,9,180010
1995,2,99,67673
1995,3,0,217
1995,3,1,482
1995,3,10,28179
1995,3,2,200
1995,3,3,241
1995,3,4,313
1995,3,5,600
1995,3,6,1433
1995,3,7,3705
1995,3,8,17780
1995,3,9,201046
1995,3,99,74578
1995,4,0,167
1995,4,1,489
1995,4,10,26001
1995,4,2,234
1995,4,3,209
1995,4,4,333
1995,4,5,574
1995,4,6,1382
1995,4,7,3653
1995,4,8,16919
1995,4,9,189205
1995,4,99,70195
1995,5,0,192
1995,5,1,501
1995,5,10,27869
1995,5,2,245
1995,5,3,275
1995,5,4,362
1995,5,5,669
1995,5,6,1537
1995,5,7,3856
1995,5,8,18201
1995,5,9,206179
1995,5,99,74950
1995,6,0,174
1995,6,1,499
1995,6,10,28003
1995,6,2,229
1995,6,3,252
1995,6,4,356
1995,6,5,657
1995,6,6,1468
1995,6,7,3755
1995,6,8,17783
1995,6,9,202136
1995,6,99,74772
1995,7,0,193
1995,7,1,515
1995,7,10,28696
1995,7,2,211
1995,7,3,239
1995,7,4,379
1995,7,5,661
1995,7,6,1500
1995,7,7,3854
1995,7,8,18411
1995,7,9,208843
1995,7,99,77678
1995,8,0,214
1995,8,1,493
1995,8,10,28735
1995,8,2,204
1995,8,3,240
1995,8,4,366
1995,8,5,692
1995,8,6,1557
1995,8,7,4021
1995,8,8,18812
1995,8,9,214490
1995,8,99,81198
1995,9,0,170
1995,9,1,504
1995,9,10,28028
1995,9,2,204
1995,9,3,211
1995,9,4,328
1995,9,5,634
1995,9,6,1498
1995,9,7,3924
1995,9,8,18047
1995,9,9,207028
1995,9,99,78831
